order_id,customer_name,product,category,amount,city,region,order_date
286,Laura Powell MD,Laptop,Electronics,1047.09,Tokyo,Kanto,2026-02-03 03:48:29
287,Amy Rogers,Phone,Electronics,546.95,Sapporo,Hokkaido,2026-02-21 12:07:19
288,Ashley Burns,Keyboard,Accessories,230.72,Nagoya,Chubu,2026-02-14 12:06:17
289,Carl White,Phone,Electronics,1107.04,Osaka,Kansai,2026-02-16 23:31:49
290,James Tran,Keyboard,Accessories,1301.05,Osaka,Kansai,2026-01-31 23:17:23
291,Mrs. Kathleen Martin,Phone,Electronics,272.95,Sapporo,Hokkaido,2026-01-31 04:27:03
292,Jerry Martin,Headphones,Audio,800.14,Sapporo,Hokkaido,2026-01-27 03:03:18
293,David Maxwell,Keyboard,Accessories,974.01,Nagoya,Chubu,2026-02-16 13:03:30
294,Kelly Wang,Monitor,Electronics,675.67,Fukuoka,Kyushu,2026-01-31 09:27:54
295,Jennifer Brown,Phone,Electronics,1321.32,Sapporo,Hokkaido,2026-02-05 04:22:09
296,Alicia Curry,Keyboard,Accessories,316.75,Nagoya,Chubu,2026-02-10 22:07:18
297,Adam Moon,Headphones,Audio,896.72,Nagoya,Chubu,2026-01-27 18:02:23
298,David Graves,Monitor,Electronics,1478.0,Nagoya,Chubu,2026-01-30 17:53:07
299,Whitney Moreno,Headphones,Audio,522.9,Nagoya,Chubu,2026-02-11 10:30:37
300,Dr. Brittany Ford PhD,Keyboard,Accessories,903.16,Osaka,Kansai,2026-01-25 10:22:07
301,Katrina Phillips,Monitor,Electronics,1414.92,Tokyo,Kanto,2026-01-25 10:00:08
302,Danielle Fisher,Headphones,Audio,1200.17,Fukuoka,Kyushu,2026-02-04 15:59:37
303,Zachary Clark,Headphones,Audio,733.24,Tokyo,Kanto,2026-02-12 07:03:42
304,Ashlee Crawford,Phone,Electronics,308.38,Sapporo,Hokkaido,2026-02-19 17:28:52
305,Brandon Perkins,Keyboard,Accessories,905.12,Sapporo,Hokkaido,2026-02-05 14:15:15
306,James Rodriguez,Laptop,Electronics,1344.49,Nagoya,Chubu,2026-02-16 18:52:57
307,Jennifer Mejia,Phone,Electronics,103.38,Nagoya,Chubu,2026-02-14 13:55:05
308,Carmen Zimmerman,Headphones,Audio,894.35,Nagoya,Chubu,2026-02-06 12:22:55
309,Lori Davis,Headphones,Audio,999.41,Fukuoka,Kyushu,2026-02-07 00:39:56
310,Jennifer Love,Laptop,Electronics,692.54,Sapporo,Hokkaido,2026-02-03 18:03:05
311,Dr. Kevin Hernandez,Laptop,Electronics,1047.75,Osaka,Kansai,2026-02-04 08:43:46
312,Gary Brown,Monitor,Electronics,676.32,Sapporo,Hokkaido,2026-02-05 20:57:01
313,Jessica Young,Keyboard,Accessories,1401.11,Sapporo,Hokkaido,2026-02-09 18:26:58
314,Russell Jones,Monitor,Electronics,473.03,Tokyo,Kanto,2026-02-01 17:29:41
315,Rebecca Reed,Headphones,Audio,968.09,Nagoya,Chubu,2026-02-19 00:22:02
316,Brian Gray,Monitor,Electronics,421.2,Osaka,Kansai,2026-01-31 08:30:29
317,Taylor Hernandez,Headphones,Audio,115.23,Tokyo,Kanto,2026-01-25 03:28:24
318,Justin Oneal,Keyboard,Accessories,449.9,Nagoya,Chubu,2026-02-20 22:14:11
319,Michael Turner,Headphones,Audio,224.85,Sapporo,Hokkaido,2026-01-24 00:13:17
320,Jason Velasquez,Laptop,Electronics,1466.46,Osaka,Kansai,2026-02-07 13:25:04
321,Michael Burns,Monitor,Electronics,649.16,Sapporo,Hokkaido,2026-02-10 17:32:51
322,Jacob Rice,Phone,Electronics,1355.84,Osaka,Kansai,2026-02-08 13:25:28
323,Jeffrey Moore,Monitor,Electronics,279.42,Sapporo,Hokkaido,2026-02-11 14:27:29
324,Barbara Hardy,Laptop,Electronics,1295.16,Nagoya,Chubu,2026-02-03 21:04:34
325,Emily Nolan,Headphones,Audio,1428.29,Nagoya,Chubu,2026-02-12 23:56:04
326,Rhonda Anderson,Laptop,Electronics,369.32,Osaka,Kansai,2026-02-01 12:32:49
327,Pamela Brown,Laptop,Electronics,287.15,Sapporo,Hokkaido,2026-02-18 20:02:04
328,Matthew Richards,Monitor,Electronics,1221.51,Sapporo,Hokkaido,2026-02-07 06:29:19
329,Joseph Warner,Monitor,Electronics,755.5,Fukuoka,Kyushu,2026-02-05 16:18:32
330,Debbie Chan,Keyboard,Accessories,1321.33,Osaka,Kansai,2026-02-13 23:05:51
331,Amber Carlson,Laptop,Electronics,1277.91,Sapporo,Hokkaido,2026-01-29 05:41:41
332,Marc Caldwell,Laptop,Electronics,826.5,Tokyo,Kanto,2026-02-08 12:05:23
333,Michael Silva,Keyboard,Accessories,568.47,Fukuoka,Kyushu,2026-02-14 23:51:28
334,Lisa Ray,Headphones,Audio,1247.52,Fukuoka,Kyushu,2026-02-09 07:32:59
335,Dr. Anna Robinson,Phone,Electronics,906.56,Osaka,Kansai,2026-01-23 10:28:43
336,Amanda Young,Phone,Electronics,476.78,Nagoya,Chubu,2026-02-04 20:31:05
337,Melissa Swanson,Keyboard,Accessories,829.25,Fukuoka,Kyushu,2026-02-10 06:51:51
338,Briana Ramsey,Phone,Electronics,1441.57,Tokyo,Kanto,2026-01-26 00:07:15
339,David Stevenson,Headphones,Audio,1416.85,Nagoya,Chubu,2026-02-08 00:26:30
340,Chelsea Davis,Laptop,Electronics,403.32,Nagoya,Chubu,2026-02-21 08:43:39
341,Erin Jones,Laptop,Electronics,933.51,Nagoya,Chubu,2026-02-11 23:07:20
342,Ashley Gonzalez,Laptop,Electronics,388.7,Nagoya,Chubu,2026-01-25 19:46:56
343,James Sanchez,Headphones,Audio,1073.2,Fukuoka,Kyushu,2026-02-02 04:16:11
344,Alicia Hoffman,Headphones,Audio,1289.18,Fukuoka,Kyushu,2026-02-05 07:41:20
345,Nicholas Woods,Keyboard,Accessories,20.32,Sapporo,Hokkaido,2026-02-08 06:22:12
346,Ian White,Keyboard,Accessories,513.04,Fukuoka,Kyushu,2026-02-15 23:56:51
347,Kevin Davis,Laptop,Electronics,554.31,Sapporo,Hokkaido,2026-01-26 11:57:01
348,Mark Randall,Monitor,Electronics,1488.46,Tokyo,Kanto,2026-02-18 14:47:33
349,Jennifer Irwin,Keyboard,Accessories,758.05,Nagoya,Chubu,2026-02-06 13:04:18
350,Tonya Carter,Headphones,Audio,281.46,Fukuoka,Kyushu,2026-02-08 04:24:02
351,John Klein,Headphones,Audio,603.24,Sapporo,Hokkaido,2026-01-26 06:03:37
352,Erin Smith,Headphones,Audio,304.12,Osaka,Kansai,2026-01-27 11:03:02
353,Tiffany Casey,Monitor,Electronics,210.79,Nagoya,Chubu,2026-02-12 16:41:45
354,Thomas Johnson,Monitor,Electronics,1330.01,Sapporo,Hokkaido,2026-02-13 21:33:16
355,Chris Dean,Laptop,Electronics,1194.88,Osaka,Kansai,2026-02-05 07:16:57
356,Teresa Silva,Monitor,Electronics,444.5,Nagoya,Chubu,2026-02-20 07:56:48
357,Patricia Hernandez,Headphones,Audio,677.19,Nagoya,Chubu,2026-01-30 13:49:33
358,Alison Adams,Laptop,Electronics,859.68,Osaka,Kansai,2026-02-01 06:22:37
359,Patricia Craig,Keyboard,Accessories,608.0,Tokyo,Kanto,2026-02-03 04:24:29
360,Emily Hernandez,Monitor,Electronics,1240.36,Tokyo,Kanto,2026-02-06 00:52:58
361,Stephanie Knight,Headphones,Audio,1434.81,Nagoya,Chubu,2026-01-31 05:31:34
362,Megan Hall,Laptop,Electronics,357.97,Osaka,Kansai,2026-01-31 10:29:25
363,John Roberts,Laptop,Electronics,1299.27,Nagoya,Chubu,2026-01-29 16:54:11
364,Kevin Aguirre,Keyboard,Accessories,215.61,Sapporo,Hokkaido,2026-01-29 19:44:54
365,Connor Day,Laptop,Electronics,1311.18,Osaka,Kansai,2026-01-31 08:39:53
366,Courtney Morse,Monitor,Electronics,119.51,Tokyo,Kanto,2026-01-26 01:28:30
367,Robert Garcia,Monitor,Electronics,1155.82,Tokyo,Kanto,2026-01-25 21:20:53
368,Diana Reynolds,Headphones,Audio,561.49,Osaka,Kansai,2026-01-30 23:47:01
369,Todd Weeks,Laptop,Electronics,208.45,Osaka,Kansai,2026-01-26 18:05:56
370,Jessica Collins,Laptop,Electronics,1179.89,Tokyo,Kanto,2026-02-17 08:01:58
371,Christine Gomez,Keyboard,Accessories,776.08,Sapporo,Hokkaido,2026-02-10 21:43:14
372,Sandra Lang,Headphones,Audio,65.77,Nagoya,Chubu,2026-01-31 10:37:01
373,Jennifer Gallagher,Monitor,Electronics,627.85,Nagoya,Chubu,2026-02-04 07:13:49
374,Mrs. Nicole Brown DDS,Keyboard,Accessories,1198.94,Nagoya,Chubu,2026-02-03 06:37:34
375,Robert Ellis,Headphones,Audio,69.64,Fukuoka,Kyushu,2026-02-14 16:01:12
376,Rebecca Macias,Headphones,Audio,99.55,Sapporo,Hokkaido,2026-02-06 11:41:10
377,Reginald Brown,Keyboard,Accessories,831.58,Nagoya,Chubu,2026-01-22 23:44:15
378,Michele Russo,Laptop,Electronics,314.68,Nagoya,Chubu,2026-02-18 01:28:14
379,Laura Jackson,Keyboard,Accessories,1103.9,Tokyo,Kanto,2026-02-01 07:39:28
380,Stacy Wilson,Headphones,Audio,1359.91,Osaka,Kansai,2026-02-02 02:26:34
381,Lisa Miller,Headphones,Audio,727.7,Fukuoka,Kyushu,2026-01-27 07:11:01
382,Melissa Thomas,Laptop,Electronics,468.91,Fukuoka,Kyushu,2026-02-17 13:31:38
383,Shawn Jones,Keyboard,Accessories,935.83,Osaka,Kansai,2026-02-04 10:53:44
384,Bianca Stephens,Monitor,Electronics,1009.49,Tokyo,Kanto,2026-02-16 23:38:01
385,Kimberly Ortega,Keyboard,Accessories,975.26,Tokyo,Kanto,2026-02-21 13:20:35
386,Christian Greene,Headphones,Audio,235.69,Osaka,Kansai,2026-01-28 03:05:19
387,Melissa Long,Headphones,Audio,351.42,Sapporo,Hokkaido,2026-02-17 02:47:01
388,Jacob Perry,Headphones,Audio,436.1,Nagoya,Chubu,2026-01-26 19:33:08
389,Angel Mitchell,Monitor,Electronics,1205.68,Osaka,Kansai,2026-01-24 12:12:20
390,Gabriel Cameron,Phone,Electronics,1367.27,Nagoya,Chubu,2026-02-15 17:59:04
391,Aaron Jones,Laptop,Electronics,1395.73,Osaka,Kansai,2026-02-05 03:22:38
392,Caleb Hardin,Phone,Electronics,111.01,Fukuoka,Kyushu,2026-02-08 07:04:07
393,Margaret Chung,Laptop,Electronics,506.76,Osaka,Kansai,2026-02-14 05:47:56
394,Susan Morris,Monitor,Electronics,469.9,Nagoya,Chubu,2026-01-26 23:31:43
395,Chelsea Reid,Laptop,Electronics,680.44,Osaka,Kansai,2026-02-01 21:11:15
396,Haley Santana,Phone,Electronics,1125.4,Sapporo,Hokkaido,2026-01-30 12:56:53
397,Mr. Darrell Bailey,Keyboard,Accessories,779.05,Nagoya,Chubu,2026-02-12 14:58:49
398,Joseph Jones,Keyboard,Accessories,548.39,Nagoya,Chubu,2026-02-21 04:22:32
399,Brian Zuniga,Monitor,Electronics,1428.71,Sapporo,Hokkaido,2026-02-03 11:48:45
400,Jessica Cruz,Laptop,Electronics,739.64,Fukuoka,Kyushu,2026-01-30 01:24:56
401,John Cortez,Headphones,Audio,1329.56,Osaka,Kansai,2026-02-05 04:05:15
402,Pamela Mclean,Monitor,Electronics,533.82,Sapporo,Hokkaido,2026-01-28 17:44:52
403,Victoria Carey MD,Laptop,Electronics,626.21,Tokyo,Kanto,2026-02-19 13:29:34
404,Ryan Yu,Monitor,Electronics,1223.88,Sapporo,Hokkaido,2026-01-27 16:03:01
405,Jessica Chen,Laptop,Electronics,436.7,Osaka,Kansai,2026-01-28 00:30:32
406,Susan Fleming,Laptop,Electronics,436.86,Fukuoka,Kyushu,2026-01-28 14:00:11
407,Carla Harrison,Laptop,Electronics,469.77,Sapporo,Hokkaido,2026-02-09 16:29:41
408,Michelle Davis,Keyboard,Accessories,1167.63,Sapporo,Hokkaido,2026-02-13 01:23:51
409,Rhonda Mendez,Keyboard,Accessories,418.05,Sapporo,Hokkaido,2026-02-01 04:31:09
410,Michael Simon,Laptop,Electronics,1440.62,Sapporo,Hokkaido,2026-02-14 02:09:25
411,Nicholas Gonzalez,Phone,Electronics,741.29,Fukuoka,Kyushu,2026-01-31 09:46:08
412,Joshua Dean,Laptop,Electronics,561.2,Fukuoka,Kyushu,2026-02-14 21:23:14
413,Wendy Wade,Laptop,Electronics,399.66,Nagoya,Chubu,2026-02-07 05:00:37
414,Debra White DDS,Keyboard,Accessories,1077.12,Fukuoka,Kyushu,2026-02-17 05:20:52
415,Anthony Washington,Keyboard,Accessories,1473.44,Osaka,Kansai,2026-01-27 04:40:11
416,Wendy Smith,Monitor,Electronics,998.97,Sapporo,Hokkaido,2026-01-29 10:44:15
417,John Ritter,Phone,Electronics,593.37,Fukuoka,Kyushu,2026-02-18 22:08:51
418,Willie Gomez,Headphones,Audio,1176.39,Sapporo,Hokkaido,2026-02-06 18:19:37
419,Martin Combs,Keyboard,Accessories,179.68,Fukuoka,Kyushu,2026-02-02 05:05:20
420,Brian Hill,Monitor,Electronics,1044.02,Tokyo,Kanto,2026-02-21 04:11:36
421,Jason Franklin MD,Headphones,Audio,1094.6,Tokyo,Kanto,2026-02-10 16:27:45
422,Earl Taylor,Monitor,Electronics,113.53,Osaka,Kansai,2026-02-01 00:40:06
423,Nicholas Adams,Laptop,Electronics,92.7,Tokyo,Kanto,2026-02-18 03:05:54
424,Jay Ward,Headphones,Audio,1321.46,Nagoya,Chubu,2026-01-29 12:51:47
425,Karen Wise,Headphones,Audio,1487.64,Fukuoka,Kyushu,2026-02-03 09:24:59
426,David Adams,Phone,Electronics,94.08,Nagoya,Chubu,2026-01-28 17:57:38
427,Rachel Peterson,Monitor,Electronics,1213.47,Fukuoka,Kyushu,2026-01-29 11:18:46
428,Christopher Parks,Headphones,Audio,901.44,Osaka,Kansai,2026-01-27 12:36:04
429,Peggy Faulkner,Monitor,Electronics,1059.38,Osaka,Kansai,2026-02-07 06:44:24
430,Debbie White,Laptop,Electronics,848.6,Sapporo,Hokkaido,2026-02-02 01:25:21
431,James Sherman,Keyboard,Accessories,874.9,Nagoya,Chubu,2026-02-18 03:42:53
432,Gabriel Peterson,Keyboard,Accessories,937.94,Tokyo,Kanto,2026-02-15 11:37:21
433,Alison Salazar,Headphones,Audio,699.67,Osaka,Kansai,2026-02-20 17:57:54
434,Sandra Young,Laptop,Electronics,337.74,Nagoya,Chubu,2026-02-14 01:35:57
435,Teresa Patterson,Monitor,Electronics,1239.6,Nagoya,Chubu,2026-02-09 00:35:20
436,Joshua Yu,Phone,Electronics,1218.47,Osaka,Kansai,2026-02-07 14:54:51
437,Nicole Chen,Laptop,Electronics,874.36,Osaka,Kansai,2026-02-18 12:16:10
438,Kevin Melendez,Monitor,Electronics,1499.89,Fukuoka,Kyushu,2026-02-12 01:41:06
439,Andre Vasquez,Phone,Electronics,1355.96,Tokyo,Kanto,2026-01-23 04:56:41
440,Brian King,Headphones,Audio,48.99,Nagoya,Chubu,2026-01-28 16:27:08
441,Nancy Leblanc,Phone,Electronics,1456.75,Osaka,Kansai,2026-01-29 09:02:32
442,Karen Hayden,Phone,Electronics,1287.71,Sapporo,Hokkaido,2026-02-03 08:06:31
443,Mr. Larry Klein Jr.,Keyboard,Accessories,427.16,Sapporo,Hokkaido,2026-02-10 13:35:58
444,Ms. Kristin Smith,Laptop,Electronics,421.89,Tokyo,Kanto,2026-01-27 05:19:09
445,Kenneth Buck,Laptop,Electronics,1337.44,Fukuoka,Kyushu,2026-02-16 15:55:11
446,Sara Schultz,Headphones,Audio,862.15,Tokyo,Kanto,2026-02-16 21:28:32
447,Gina Martin,Keyboard,Accessories,656.12,Tokyo,Kanto,2026-01-25 21:36:35
448,Anne Nelson,Phone,Electronics,238.25,Nagoya,Chubu,2026-01-31 23:28:29
449,Samantha Byrd,Monitor,Electronics,791.82,Fukuoka,Kyushu,2026-02-04 23:15:51
450,Samuel Vang,Headphones,Audio,1385.63,Osaka,Kansai,2026-02-08 20:22:21
451,Catherine Diaz,Phone,Electronics,793.72,Nagoya,Chubu,2026-02-05 09:29:02
452,Mrs. Emily Stevenson MD,Laptop,Electronics,1489.49,Osaka,Kansai,2026-02-10 11:42:39
453,Jacob Romero,Phone,Electronics,1357.39,Nagoya,Chubu,2026-02-16 03:01:43
454,Bonnie Jackson,Headphones,Audio,1351.34,Sapporo,Hokkaido,2026-02-19 21:28:34
455,Amy Mejia,Headphones,Audio,672.87,Fukuoka,Kyushu,2026-02-06 09:03:30
456,Lauren Meyers,Monitor,Electronics,439.03,Nagoya,Chubu,2026-02-03 00:04:48
457,Kaitlin Johnson,Phone,Electronics,815.77,Nagoya,Chubu,2026-02-07 19:01:24
458,Brian Stein,Monitor,Electronics,1348.04,Tokyo,Kanto,2026-02-17 20:47:13
459,Mrs. Angela Rangel,Keyboard,Accessories,311.46,Tokyo,Kanto,2026-01-27 04:37:50
460,Seth Dixon,Laptop,Electronics,1329.98,Sapporo,Hokkaido,2026-02-12 08:22:41
461,Mr. Thomas Watkins,Laptop,Electronics,1416.18,Fukuoka,Kyushu,2026-01-26 21:48:25
462,John Wells,Headphones,Audio,587.38,Sapporo,Hokkaido,2026-01-31 17:30:03
463,Lisa Travis,Monitor,Electronics,1063.87,Sapporo,Hokkaido,2026-02-20 22:35:10
464,Mrs. Rhonda Rice,Monitor,Electronics,1213.68,Osaka,Kansai,2026-01-31 16:15:46
465,Amber Ross,Laptop,Electronics,23.11,Osaka,Kansai,2026-02-01 02:53:52
466,Alexandra Bridges,Keyboard,Accessories,1013.62,Sapporo,Hokkaido,2026-02-19 23:24:44
467,Mark Martinez,Monitor,Electronics,585.1,Nagoya,Chubu,2026-02-01 21:42:29
468,Katrina Thompson,Keyboard,Accessories,1081.38,Fukuoka,Kyushu,2026-02-16 07:47:17
469,Paul Cuevas,Phone,Electronics,461.45,Tokyo,Kanto,2026-02-19 09:41:04
470,Jessica Brown,Headphones,Audio,1440.13,Osaka,Kansai,2026-02-04 18:09:11
471,Joshua Adams,Headphones,Audio,431.68,Nagoya,Chubu,2026-01-28 10:19:01
472,Thomas Lopez DDS,Phone,Electronics,202.61,Sapporo,Hokkaido,2026-01-30 12:02:15
473,Stephanie Robinson,Keyboard,Accessories,1314.71,Tokyo,Kanto,2026-02-14 22:43:02
474,Carolyn Williams,Laptop,Electronics,1227.53,Tokyo,Kanto,2026-01-24 23:41:11
475,Theresa Bailey,Laptop,Electronics,619.24,Sapporo,Hokkaido,2026-01-31 07:38:35
476,Briana Snyder,Laptop,Electronics,333.9,Nagoya,Chubu,2026-01-24 02:35:56
477,Robert Snyder,Phone,Electronics,1058.83,Tokyo,Kanto,2026-02-01 00:09:45
478,Brittany Cardenas,Monitor,Electronics,1079.94,Tokyo,Kanto,2026-02-13 04:46:29
479,Mary Cruz,Laptop,Electronics,561.94,Sapporo,Hokkaido,2026-02-11 19:55:25
480,Frank Parsons,Headphones,Audio,257.28,Fukuoka,Kyushu,2026-02-20 20:48:35
481,Megan Lawson,Monitor,Electronics,659.47,Sapporo,Hokkaido,2026-01-25 01:28:10
482,Barbara Mcpherson,Monitor,Electronics,1469.81,Osaka,Kansai,2026-02-18 08:17:14
483,Nicholas Evans,Headphones,Audio,1303.7,Nagoya,Chubu,2026-02-15 10:46:58
484,Alexander Campbell,Laptop,Electronics,1073.56,Sapporo,Hokkaido,2026-02-05 22:21:17
485,Kathryn Deleon,Phone,Electronics,1040.36,Fukuoka,Kyushu,2026-02-05 06:42:09
486,Rebecca Edwards,Keyboard,Accessories,1004.33,Tokyo,Kanto,2026-01-28 20:00:49
487,David Lambert,Phone,Electronics,890.24,Sapporo,Hokkaido,2026-02-05 05:15:14
488,Frank Ramirez,Headphones,Audio,80.92,Sapporo,Hokkaido,2026-02-03 12:22:03
489,Laura Carpenter,Monitor,Electronics,1407.04,Tokyo,Kanto,2026-01-24 05:31:39
490,Margaret Prince,Headphones,Audio,681.55,Nagoya,Chubu,2026-02-03 00:52:28
491,Patricia Caldwell,Phone,Electronics,721.34,Fukuoka,Kyushu,2026-02-05 19:58:32
492,Stephanie Gibson,Headphones,Audio,807.71,Fukuoka,Kyushu,2026-02-19 18:38:36
493,Christina Morris,Monitor,Electronics,1102.05,Tokyo,Kanto,2026-01-29 20:28:06
494,Timothy Garcia,Laptop,Electronics,367.41,Nagoya,Chubu,2026-02-07 09:50:32
495,Kyle Hooper,Headphones,Audio,81.65,Tokyo,Kanto,2026-02-06 18:40:21
496,Brian Turner,Phone,Electronics,779.05,Nagoya,Chubu,2026-01-29 11:58:58
497,Tamara Woods,Headphones,Audio,981.67,Fukuoka,Kyushu,2026-02-20 06:05:10
498,Jonathan Brown,Monitor,Electronics,387.57,Nagoya,Chubu,2026-02-01 13:47:46
499,Tammy Fisher,Phone,Electronics,535.79,Fukuoka,Kyushu,2026-02-20 09:39:38
500,Crystal Cruz,Monitor,Electronics,249.72,Osaka,Kansai,2026-01-25 22:47:38
501,Michael Shaw,Monitor,Electronics,1009.41,Tokyo,Kanto,2026-02-06 01:39:12
502,Virginia Gomez,Keyboard,Accessories,606.7,Fukuoka,Kyushu,2026-02-02 20:46:20
503,Shane Orozco,Phone,Electronics,868.21,Tokyo,Kanto,2026-02-02 12:48:54
504,Gregory Robinson,Laptop,Electronics,904.8,Nagoya,Chubu,2026-01-27 12:32:06
505,Joseph Park,Keyboard,Accessories,1123.0,Sapporo,Hokkaido,2026-01-25 14:26:53
506,Beth Hall,Headphones,Audio,608.4,Sapporo,Hokkaido,2026-02-08 23:44:28
507,Jeffrey Baker,Phone,Electronics,611.82,Sapporo,Hokkaido,2026-02-11 15:01:46
508,Brian Rivas,Phone,Electronics,228.97,Tokyo,Kanto,2026-02-16 02:41:54
509,James Rogers,Headphones,Audio,29.74,Osaka,Kansai,2026-02-01 01:54:45
510,Steven Garrett,Laptop,Electronics,50.96,Osaka,Kansai,2026-01-31 14:21:08
511,Heather Clark,Headphones,Audio,952.01,Osaka,Kansai,2026-01-24 09:51:47
512,Daniel Guerra,Keyboard,Accessories,1303.58,Fukuoka,Kyushu,2026-01-26 14:54:55
513,Steven Frost,Monitor,Electronics,586.96,Nagoya,Chubu,2026-02-14 03:20:39
514,William Kennedy,Monitor,Electronics,835.58,Tokyo,Kanto,2026-02-14 22:59:20
515,Christopher Reilly,Headphones,Audio,624.15,Osaka,Kansai,2026-02-17 18:39:49
516,Ashley Beasley,Laptop,Electronics,538.9,Nagoya,Chubu,2026-02-05 23:10:51
517,Olivia Brooks,Monitor,Electronics,1177.74,Osaka,Kansai,2026-01-26 15:06:02
518,Lisa Dickson,Keyboard,Accessories,855.37,Nagoya,Chubu,2026-02-11 06:26:54
519,Austin Schwartz,Monitor,Electronics,665.81,Osaka,Kansai,2026-02-01 21:56:11
520,Janet Flores,Monitor,Electronics,1006.01,Nagoya,Chubu,2026-02-12 22:08:17
521,Robert Baker,Laptop,Electronics,851.92,Sapporo,Hokkaido,2026-01-27 20:03:16
522,Daniel Griffith,Keyboard,Accessories,504.66,Sapporo,Hokkaido,2026-02-05 07:58:08
523,Jacob Johnson,Phone,Electronics,1343.81,Sapporo,Hokkaido,2026-02-13 04:03:05
524,Kimberly Maldonado,Monitor,Electronics,735.71,Nagoya,Chubu,2026-02-01 05:36:33
525,Christian Gomez,Phone,Electronics,1017.58,Fukuoka,Kyushu,2026-02-06 18:23:42
526,Kevin Smith,Phone,Electronics,105.01,Fukuoka,Kyushu,2026-02-15 08:43:57
527,Julie Flynn,Phone,Electronics,76.54,Osaka,Kansai,2026-02-09 11:20:45
528,Jeffrey Case,Monitor,Electronics,1352.46,Nagoya,Chubu,2026-01-26 16:36:57
529,Abigail Johnson,Headphones,Audio,431.91,Sapporo,Hokkaido,2026-01-27 19:04:15
530,Melissa Graves,Keyboard,Accessories,354.58,Osaka,Kansai,2026-01-31 03:00:36
531,Brandy Pearson,Monitor,Electronics,929.19,Osaka,Kansai,2026-02-03 19:08:52
532,Lydia Lin,Phone,Electronics,471.04,Nagoya,Chubu,2026-02-06 08:01:10
533,Shane Oneal,Monitor,Electronics,263.67,Osaka,Kansai,2026-01-28 23:45:38
534,Crystal Meyers,Keyboard,Accessories,160.16,Osaka,Kansai,2026-02-01 20:02:27
535,Daniel White,Keyboard,Accessories,183.42,Fukuoka,Kyushu,2026-02-11 17:02:41
536,Rebecca Barrett,Headphones,Audio,307.83,Tokyo,Kanto,2026-02-17 06:03:28
537,Maria Lee,Keyboard,Accessories,77.12,Fukuoka,Kyushu,2026-01-31 20:54:41
538,Kimberly Edwards,Phone,Electronics,1464.09,Sapporo,Hokkaido,2026-01-26 00:21:08
539,Crystal Scott,Phone,Electronics,1382.39,Fukuoka,Kyushu,2026-01-25 17:49:35
540,Robert Beck,Headphones,Audio,1203.63,Tokyo,Kanto,2026-02-06 03:21:13
541,Ryan Simmons,Laptop,Electronics,862.43,Sapporo,Hokkaido,2026-01-26 08:40:43
542,Jeffrey Long,Laptop,Electronics,404.49,Sapporo,Hokkaido,2026-01-31 10:17:21
543,Nicole Santos,Laptop,Electronics,730.16,Fukuoka,Kyushu,2026-02-10 05:21:04
544,Kyle Jones,Phone,Electronics,384.33,Nagoya,Chubu,2026-02-01 13:00:35
545,Stephanie Miles,Phone,Electronics,770.7,Fukuoka,Kyushu,2026-01-27 18:15:13
546,Jessica Campbell,Keyboard,Accessories,243.52,Nagoya,Chubu,2026-02-06 03:18:34
547,Tracy Miller,Monitor,Electronics,249.07,Sapporo,Hokkaido,2026-02-15 04:56:38
548,Jonathan Garcia,Keyboard,Accessories,1244.26,Tokyo,Kanto,2026-02-09 17:56:12
549,Anthony Roberts,Monitor,Electronics,969.89,Osaka,Kansai,2026-02-03 01:48:45
550,Christopher Wright,Monitor,Electronics,1419.48,Fukuoka,Kyushu,2026-02-07 01:14:54
551,Troy Nelson,Phone,Electronics,721.15,Nagoya,Chubu,2026-02-16 17:01:11
552,Alvin Mccall,Keyboard,Accessories,154.42,Tokyo,Kanto,2026-02-06 06:16:20
553,Nicholas Sullivan,Laptop,Electronics,1164.25,Osaka,Kansai,2026-02-18 07:07:07
554,Luke Vasquez,Headphones,Audio,1063.7,Fukuoka,Kyushu,2026-02-15 18:33:11
555,Amy Valenzuela,Keyboard,Accessories,1144.4,Tokyo,Kanto,2026-02-04 02:46:37
556,Kimberly Williams,Monitor,Electronics,1411.55,Fukuoka,Kyushu,2026-02-04 20:10:31
557,Denise Rangel,Keyboard,Accessories,1391.43,Nagoya,Chubu,2026-02-05 06:32:08
558,Michael Bell,Monitor,Electronics,1365.8,Sapporo,Hokkaido,2026-02-13 19:00:12
559,James Goodman,Keyboard,Accessories,810.68,Tokyo,Kanto,2026-02-14 06:39:06
560,Jason Farrell,Monitor,Electronics,69.27,Tokyo,Kanto,2026-02-05 20:38:58
561,Laura Bailey,Headphones,Audio,1181.85,Tokyo,Kanto,2026-02-11 14:34:06
562,Angela Ward,Headphones,Audio,1313.76,Osaka,Kansai,2026-01-23 12:26:28
563,Maria Sanders,Monitor,Electronics,676.86,Tokyo,Kanto,2026-02-15 13:07:33
564,Bobby Hammond,Laptop,Electronics,422.24,Osaka,Kansai,2026-02-21 13:22:27
565,Diamond Vance,Headphones,Audio,1335.28,Tokyo,Kanto,2026-02-08 10:56:36
566,Sandra Smith,Monitor,Electronics,784.37,Tokyo,Kanto,2026-01-30 03:47:58
567,Amy Green,Laptop,Electronics,76.15,Nagoya,Chubu,2026-02-17 20:37:04
568,Tara Martin,Phone,Electronics,372.02,Fukuoka,Kyushu,2026-02-04 23:38:28
